"name","dateTicks","variable","value"
"Georgia",1,"lowerLevelPrice",150
"Georgia",636453168747044352,"lowerLevelPrice",150
"Georgia",636510094674409472,"lowerLevelPrice",150
"Georgia",636510459809898368,"lowerLevelPrice",175
"Georgia",636510511801309312,"lowerLevelPrice",175
"Georgia",636510511801309440,"lowerLevelPrice",200
"Georgia",636510828691235840,"lowerLevelPrice",225
"Georgia",636510861831162368,"lowerLevelPrice",225
"Georgia",636510861831162496,"lowerLevelPrice",250
"Georgia",636510965074982144,"lowerLevelPrice",250
"Georgia",636510965074982144,"lowerLevelPrice",275
"Georgia",636511122159182464,"lowerLevelPrice",299
"Georgia",636511948805315968,"lowerLevelPrice",299
"Georgia",636511948805316096,"lowerLevelPrice",325
"Georgia",636589860334116608,"lowerLevelPrice",325
"Georgia",636589860334116736,"lowerLevelPrice",399
"Georgia",636621518227634560,"lowerLevelPrice",399
"Georgia",636621518227634688,"lowerLevelPrice",445
"Georgia",636683246158333312,"lowerLevelPrice",458
"Georgia",636691920605333376,"lowerLevelPrice",450
"Georgia",636697868053299968,"lowerLevelPrice",475
"Georgia",636705060384800000,"lowerLevelPrice",475
"Georgia",636707772012733312,"lowerLevelPrice",475
"Georgia",1,"upperLevelPrice",125
"Georgia",636453168747044352,"upperLevelPrice",125
"Georgia",636510094674409472,"upperLevelPrice",125
"Georgia",636510459809898368,"upperLevelPrice",125
"Georgia",636510511801309312,"upperLevelPrice",150
"Georgia",636510511801309440,"upperLevelPrice",150
"Georgia",636510828691235840,"upperLevelPrice",150
"Georgia",636510861831162368,"upperLevelPrice",199
"Georgia",636510861831162496,"upperLevelPrice",199
"Georgia",636510965074982144,"upperLevelPrice",223
"Georgia",636510965074982144,"upperLevelPrice",223
"Georgia",636511122159182464,"upperLevelPrice",223
"Georgia",636511948805315968,"upperLevelPrice",249
"Georgia",636511948805316096,"upperLevelPrice",249
"Georgia",636589860334116608,"upperLevelPrice",299
"Georgia",636589860334116736,"upperLevelPrice",299
"Georgia",636621518227634560,"upperLevelPrice",315
"Georgia",636621518227634688,"upperLevelPrice",315
"Georgia",636683246158333312,"upperLevelPrice",315
"Georgia",636691920605333376,"upperLevelPrice",315
"Georgia",636697868053299968,"upperLevelPrice",315
"Georgia",636705060384800000,"upperLevelPrice",252
"Georgia",636707772012733312,"upperLevelPrice",315
"Florida",1,"lowerLevelPrice",20
"Florida",636453168747546240,"lowerLevelPrice",20
"Florida",636453168747546240,"lowerLevelPrice",20
"Florida",636683246158333312,"lowerLevelPrice",22
"Florida",636705060384800000,"lowerLevelPrice",22
"Florida",636707772012733312,"lowerLevelPrice",22
"Florida",1,"upperLevelPrice",15
"Florida",636453168747546240,"upperLevelPrice",15
"Florida",636453168747546240,"upperLevelPrice",15
"Florida",636683246158333312,"upperLevelPrice",15
"Florida",636705060384800000,"upperLevelPrice",12
"Florida",636707772012733312,"upperLevelPrice",15
"Arkansas",1,"lowerLevelPrice",5
"Arkansas",636453168748071168,"lowerLevelPrice",5
"Arkansas",636453168748071168,"lowerLevelPrice",5
"Arkansas",636683246158333312,"lowerLevelPrice",5
"Arkansas",636705060384800000,"lowerLevelPrice",5
"Arkansas",636707772012733312,"lowerLevelPrice",5
"Arkansas",1,"upperLevelPrice",3
"Arkansas",636453168748071168,"upperLevelPrice",3
"Arkansas",636453168748071168,"upperLevelPrice",3
"Arkansas",636683246158333312,"upperLevelPrice",3
"Arkansas",636705060384800000,"upperLevelPrice",2.4
"Arkansas",636707772012733312,"upperLevelPrice",3
"Alabama",1,"lowerLevelPrice",150
"Alabama",636453168748575872,"lowerLevelPrice",150
"Alabama",636453168748575872,"lowerLevelPrice",150
"Alabama",636510444905815040,"lowerLevelPrice",175
"Alabama",636510458903522048,"lowerLevelPrice",200
"Alabama",636510476948012288,"lowerLevelPrice",200
"Alabama",636510499168434944,"lowerLevelPrice",200
"Alabama",636510499168434944,"lowerLevelPrice",230
"Alabama",636510505042487040,"lowerLevelPrice",255
"Alabama",636510506108831616,"lowerLevelPrice",255
"Alabama",636510506108831616,"lowerLevelPrice",300
"Alabama",636510536176439552,"lowerLevelPrice",300
"Alabama",636510564349492608,"lowerLevelPrice",315
"Alabama",636510808301432064,"lowerLevelPrice",325
"Alabama",636510948296800512,"lowerLevelPrice",350
"Alabama",636510964443063552,"lowerLevelPrice",350
"Alabama",636511121657609856,"lowerLevelPrice",375
"Alabama",636511998432152832,"lowerLevelPrice",399
"Alabama",636516248408988160,"lowerLevelPrice",399
"Alabama",636516248408988160,"lowerLevelPrice",450
"Alabama",636521199576158080,"lowerLevelPrice",485
"Alabama",636537202412116992,"lowerLevelPrice",485
"Alabama",636537202412138240,"lowerLevelPrice",485
"Alabama",636537202412140416,"lowerLevelPrice",485
"Alabama",636537202412142464,"lowerLevelPrice",485
"Alabama",636589860022219392,"lowerLevelPrice",485
"Alabama",636589860022219392,"lowerLevelPrice",549
"Alabama",636620707192221696,"lowerLevelPrice",549
"Alabama",636620707192221696,"lowerLevelPrice",620
"Alabama",636683246158333312,"lowerLevelPrice",603
"Alabama",636691901100733312,"lowerLevelPrice",540
"Alabama",636691901331066624,"lowerLevelPrice",540
"Alabama",636705060384800000,"lowerLevelPrice",540
"Alabama",636705663830866688,"lowerLevelPrice",575
"Alabama",636705664139466624,"lowerLevelPrice",575
"Alabama",636707772012733312,"lowerLevelPrice",575
"Alabama",636710097625266688,"lowerLevelPrice",625
"Alabama",636726433631033344,"lowerLevelPrice",625
"Alabama",1,"upperLevelPrice",125
"Alabama",636453168748575872,"upperLevelPrice",125
"Alabama",636453168748575872,"upperLevelPrice",125
"Alabama",636510444905815040,"upperLevelPrice",125
"Alabama",636510458903522048,"upperLevelPrice",125
"Alabama",636510476948012288,"upperLevelPrice",150
"Alabama",636510499168434944,"upperLevelPrice",175
"Alabama",636510499168434944,"upperLevelPrice",175
"Alabama",636510505042487040,"upperLevelPrice",175
"Alabama",636510506108831616,"upperLevelPrice",225
"Alabama",636510506108831616,"upperLevelPrice",225
"Alabama",636510536176439552,"upperLevelPrice",250
"Alabama",636510564349492608,"upperLevelPrice",250
"Alabama",636510808301432064,"upperLevelPrice",250
"Alabama",636510948296800512,"upperLevelPrice",250
"Alabama",636510964443063552,"upperLevelPrice",275
"Alabama",636511121657609856,"upperLevelPrice",275
"Alabama",636511998432152832,"upperLevelPrice",275
"Alabama",636516248408988160,"upperLevelPrice",300
"Alabama",636516248408988160,"upperLevelPrice",300
"Alabama",636521199576158080,"upperLevelPrice",300
"Alabama",636537202412116992,"upperLevelPrice",349
"Alabama",636537202412138240,"upperLevelPrice",349
"Alabama",636537202412140416,"upperLevelPrice",349
"Alabama",636537202412142464,"upperLevelPrice",349
"Alabama",636589860022219392,"upperLevelPrice",380
"Alabama",636589860022219392,"upperLevelPrice",380
"Alabama",636620707192221696,"upperLevelPrice",415
"Alabama",636620707192221696,"upperLevelPrice",415
"Alabama",636683246158333312,"upperLevelPrice",415
"Alabama",636691901100733312,"upperLevelPrice",415
"Alabama",636691901331066624,"upperLevelPrice",380
"Alabama",636705060384800000,"upperLevelPrice",304
"Alabama",636705663830866688,"upperLevelPrice",304
"Alabama",636705664139466624,"upperLevelPrice",320
"Alabama",636707772012733312,"upperLevelPrice",400
"Alabama",636710097625266688,"upperLevelPrice",400
"Alabama",636726433631033344,"upperLevelPrice",450
"Auburn",1,"lowerLevelPrice",125
"Auburn",636453168749128448,"lowerLevelPrice",125
"Auburn",636453168749128576,"lowerLevelPrice",125
"Auburn",636683246158333312,"lowerLevelPrice",145
"Auburn",636705060384800000,"lowerLevelPrice",145
"Auburn",636707772012733312,"lowerLevelPrice",145
"Auburn",636714417912400000,"lowerLevelPrice",145
"Auburn",636714417994733312,"lowerLevelPrice",165
"Auburn",636726467182033280,"lowerLevelPrice",185
"Auburn",636726467312966656,"lowerLevelPrice",185
"Auburn",636726501698800000,"lowerLevelPrice",150
"Auburn",636726501797100032,"lowerLevelPrice",150
"Auburn",1,"upperLevelPrice",100
"Auburn",636453168749128448,"upperLevelPrice",100
"Auburn",636453168749128576,"upperLevelPrice",100
"Auburn",636683246158333312,"upperLevelPrice",100
"Auburn",636705060384800000,"upperLevelPrice",80
"Auburn",636707772012733312,"upperLevelPrice",100
"Auburn",636714417912400000,"upperLevelPrice",120
"Auburn",636714417994733312,"upperLevelPrice",120
"Auburn",636726467182033280,"upperLevelPrice",120
"Auburn",636726467312966656,"upperLevelPrice",150
"Auburn",636726501698800000,"upperLevelPrice",150
"Auburn",636726501797100032,"upperLevelPrice",100
"Mississippi State",1,"lowerLevelPrice",5
"Mississippi State",636453168749636480,"lowerLevelPrice",5
"Mississippi State",636453168749636608,"lowerLevelPrice",5
"Mississippi State",636683246158333312,"lowerLevelPrice",5
"Mississippi State",636689038674533376,"lowerLevelPrice",5
"Mississippi State",636689038740966656,"lowerLevelPrice",15
"Mississippi State",636695223769966720,"lowerLevelPrice",15
"Mississippi State",636695223819666688,"lowerLevelPrice",22
"Mississippi State",636705060384800000,"lowerLevelPrice",22
"Mississippi State",636707772012733312,"lowerLevelPrice",22
"Mississippi State",636726602330099968,"lowerLevelPrice",28
"Mississippi State",636726602400400000,"lowerLevelPrice",28
"Mississippi State",1,"upperLevelPrice",3
"Mississippi State",636453168749636480,"upperLevelPrice",3
"Mississippi State",636453168749636608,"upperLevelPrice",3
"Mississippi State",636683246158333312,"upperLevelPrice",3
"Mississippi State",636689038674533376,"upperLevelPrice",10
"Mississippi State",636689038740966656,"upperLevelPrice",10
"Mississippi State",636695223769966720,"upperLevelPrice",15
"Mississippi State",636695223819666688,"upperLevelPrice",15
"Mississippi State",636705060384800000,"upperLevelPrice",12
"Mississippi State",636707772012733312,"upperLevelPrice",15
"Mississippi State",636726602330099968,"upperLevelPrice",15
"Mississippi State",636726602400400000,"upperLevelPrice",18
"Missouri",1,"lowerLevelPrice",5
"Missouri",636453168750146304,"lowerLevelPrice",5
"Missouri",636453168750146304,"lowerLevelPrice",5
"Missouri",636683246158333312,"lowerLevelPrice",5
"Missouri",636705060384800000,"lowerLevelPrice",5
"Missouri",636707772012733312,"lowerLevelPrice",5
"Missouri",1,"upperLevelPrice",3
"Missouri",636453168750146304,"upperLevelPrice",3
"Missouri",636453168750146304,"upperLevelPrice",3
"Missouri",636683246158333312,"upperLevelPrice",3
"Missouri",636705060384800000,"upperLevelPrice",2.4
"Missouri",636707772012733312,"upperLevelPrice",3
"Kentucky",1,"lowerLevelPrice",5
"Kentucky",636453168750665216,"lowerLevelPrice",5
"Kentucky",636453168750665344,"lowerLevelPrice",5
"Kentucky",636683246158333312,"lowerLevelPrice",5
"Kentucky",636705060384800000,"lowerLevelPrice",5
"Kentucky",636707772012733312,"lowerLevelPrice",5
"Kentucky",1,"upperLevelPrice",3
"Kentucky",636453168750665216,"upperLevelPrice",3
"Kentucky",636453168750665344,"upperLevelPrice",3
"Kentucky",636683246158333312,"upperLevelPrice",3
"Kentucky",636705060384800000,"upperLevelPrice",2.4
"Kentucky",636707772012733312,"upperLevelPrice",3
"LSU",1,"lowerLevelPrice",15
"LSU",636453168751154944,"lowerLevelPrice",15
"LSU",636453168751155072,"lowerLevelPrice",15
"LSU",636510862893094272,"lowerLevelPrice",25
"LSU",636510862893094272,"lowerLevelPrice",25
"LSU",636636724656099968,"lowerLevelPrice",40
"LSU",636636724656899968,"lowerLevelPrice",40
"LSU",636683246158333312,"lowerLevelPrice",36
"LSU",636705060384800000,"lowerLevelPrice",36
"LSU",636707772012733312,"lowerLevelPrice",36
"LSU",636715417167500032,"lowerLevelPrice",45
"LSU",636715417400133376,"lowerLevelPrice",45
"LSU",636726501324733312,"lowerLevelPrice",75
"LSU",636726501326466688,"lowerLevelPrice",60
"LSU",636726501400199936,"lowerLevelPrice",60
"LSU",636726501418333312,"lowerLevelPrice",60
"LSU",636726501463333376,"lowerLevelPrice",70
"LSU",636726502477100032,"lowerLevelPrice",90
"LSU",636726502546766720,"lowerLevelPrice",90
"LSU",636726514060700032,"lowerLevelPrice",90
"LSU",636726514137866624,"lowerLevelPrice",110
"LSU",1,"upperLevelPrice",10
"LSU",636453168751154944,"upperLevelPrice",10
"LSU",636453168751155072,"upperLevelPrice",10
"LSU",636510862893094272,"upperLevelPrice",10
"LSU",636510862893094272,"upperLevelPrice",15
"LSU",636636724656099968,"upperLevelPrice",15
"LSU",636636724656899968,"upperLevelPrice",25
"LSU",636683246158333312,"upperLevelPrice",25
"LSU",636705060384800000,"upperLevelPrice",20
"LSU",636707772012733312,"upperLevelPrice",25
"LSU",636715417167500032,"upperLevelPrice",25
"LSU",636715417400133376,"upperLevelPrice",35
"LSU",636726501324733312,"upperLevelPrice",35
"LSU",636726501326466688,"upperLevelPrice",35
"LSU",636726501400199936,"upperLevelPrice",45
"LSU",636726501418333312,"upperLevelPrice",60
"LSU",636726501463333376,"upperLevelPrice",60
"LSU",636726502477100032,"upperLevelPrice",60
"LSU",636726502546766720,"upperLevelPrice",70
"LSU",636726514060700032,"upperLevelPrice",85
"LSU",636726514137866624,"upperLevelPrice",85
"Louisiana",1,"lowerLevelPrice",5
"Louisiana",636453168751682176,"lowerLevelPrice",5
"Louisiana",636453168751682304,"lowerLevelPrice",5
"Louisiana",636683246158333312,"lowerLevelPrice",5
"Louisiana",636705060384800000,"lowerLevelPrice",5
"Louisiana",636707772012733312,"lowerLevelPrice",5
"Louisiana",1,"upperLevelPrice",3
"Louisiana",636453168751682176,"upperLevelPrice",3
"Louisiana",636453168751682304,"upperLevelPrice",3
"Louisiana",636683246158333312,"upperLevelPrice",3
"Louisiana",636705060384800000,"upperLevelPrice",2.4
"Louisiana",636707772012733312,"upperLevelPrice",3
"Louisiana-Monroe",1,"lowerLevelPrice",5
"Louisiana-Monroe",636453168752184192,"lowerLevelPrice",5
"Louisiana-Monroe",636453168752184192,"lowerLevelPrice",5
"Louisiana-Monroe",636683246158333312,"lowerLevelPrice",5
"Louisiana-Monroe",636705060384800000,"lowerLevelPrice",5
"Louisiana-Monroe",636707772012733312,"lowerLevelPrice",5
"Louisiana-Monroe",1,"upperLevelPrice",3
"Louisiana-Monroe",636453168752184192,"upperLevelPrice",3
"Louisiana-Monroe",636453168752184192,"upperLevelPrice",3
"Louisiana-Monroe",636683246158333312,"upperLevelPrice",3
"Louisiana-Monroe",636705060384800000,"upperLevelPrice",2.4
"Louisiana-Monroe",636707772012733312,"upperLevelPrice",3
"New Mexico State",1,"lowerLevelPrice",5
"New Mexico State",636453168753212672,"lowerLevelPrice",5
"New Mexico State",636453168753212800,"lowerLevelPrice",5
"New Mexico State",636683246158333312,"lowerLevelPrice",5
"New Mexico State",636705060384800000,"lowerLevelPrice",5
"New Mexico State",636707772012733312,"lowerLevelPrice",5
"New Mexico State",1,"upperLevelPrice",3
"New Mexico State",636453168753212672,"upperLevelPrice",3
"New Mexico State",636453168753212800,"upperLevelPrice",3
"New Mexico State",636683246158333312,"upperLevelPrice",3
"New Mexico State",636705060384800000,"upperLevelPrice",2.4
"New Mexico State",636707772012733312,"upperLevelPrice",3
"Appalachian State",1,"lowerLevelPrice",5
"Appalachian State",636453168753731840,"lowerLevelPrice",5
"Appalachian State",636453168753731840,"lowerLevelPrice",5
"Appalachian State",636683246158333312,"lowerLevelPrice",5
"Appalachian State",636705060384800000,"lowerLevelPrice",5
"Appalachian State",636707772012733312,"lowerLevelPrice",5
"Appalachian State",1,"upperLevelPrice",3
"Appalachian State",636453168753731840,"upperLevelPrice",3
"Appalachian State",636453168753731840,"upperLevelPrice",3
"Appalachian State",636683246158333312,"upperLevelPrice",3
"Appalachian State",636705060384800000,"upperLevelPrice",2.4
"Appalachian State",636707772012733312,"upperLevelPrice",3
"Arkansas State",1,"lowerLevelPrice",5
"Arkansas State",636453168754292992,"lowerLevelPrice",5
"Arkansas State",636453168754292992,"lowerLevelPrice",5
"Arkansas State",636683246158333312,"lowerLevelPrice",5
"Arkansas State",636705060384800000,"lowerLevelPrice",5
"Arkansas State",636707772012733312,"lowerLevelPrice",5
"Arkansas State",1,"upperLevelPrice",3
"Arkansas State",636453168754292992,"upperLevelPrice",3
"Arkansas State",636453168754292992,"upperLevelPrice",3
"Arkansas State",636683246158333312,"upperLevelPrice",3
"Arkansas State",636705060384800000,"upperLevelPrice",2.4
"Arkansas State",636707772012733312,"upperLevelPrice",3
"Georgia Southern",1,"lowerLevelPrice",5
"Georgia Southern",636453168754825600,"lowerLevelPrice",5
"Georgia Southern",636453168754825728,"lowerLevelPrice",5
"Georgia Southern",636683246158333312,"lowerLevelPrice",5
"Georgia Southern",636705060384800000,"lowerLevelPrice",5
"Georgia Southern",636707772012733312,"lowerLevelPrice",5
"Georgia Southern",1,"upperLevelPrice",3
"Georgia Southern",636453168754825600,"upperLevelPrice",3
"Georgia Southern",636453168754825728,"upperLevelPrice",3
"Georgia Southern",636683246158333312,"upperLevelPrice",3
"Georgia Southern",636705060384800000,"upperLevelPrice",2.4
"Georgia Southern",636707772012733312,"upperLevelPrice",3
"Georgia State",1,"lowerLevelPrice",5
"Georgia State",636453168755388544,"lowerLevelPrice",5
"Georgia State",636453168755388544,"lowerLevelPrice",5
"Georgia State",636683246158333312,"lowerLevelPrice",5
"Georgia State",636705060384800000,"lowerLevelPrice",5
"Georgia State",636707772012733312,"lowerLevelPrice",5
"Georgia State",1,"upperLevelPrice",3
"Georgia State",636453168755388544,"upperLevelPrice",3
"Georgia State",636453168755388544,"upperLevelPrice",3
"Georgia State",636683246158333312,"upperLevelPrice",3
"Georgia State",636705060384800000,"upperLevelPrice",2.4
"Georgia State",636707772012733312,"upperLevelPrice",3
"Coastal Carolina",1,"lowerLevelPrice",5
"Coastal Carolina",636453168755888896,"lowerLevelPrice",5
"Coastal Carolina",636453168755888896,"lowerLevelPrice",5
"Coastal Carolina",636683246158333312,"lowerLevelPrice",5
"Coastal Carolina",636705060384800000,"lowerLevelPrice",5
"Coastal Carolina",636707772012733312,"lowerLevelPrice",5
"Coastal Carolina",1,"upperLevelPrice",3
"Coastal Carolina",636453168755888896,"upperLevelPrice",3
"Coastal Carolina",636453168755888896,"upperLevelPrice",3
"Coastal Carolina",636683246158333312,"upperLevelPrice",3
"Coastal Carolina",636705060384800000,"upperLevelPrice",2.4
"Coastal Carolina",636707772012733312,"upperLevelPrice",3
"South Alabama",1,"lowerLevelPrice",5
"South Alabama",636453168756437888,"lowerLevelPrice",5
"South Alabama",636453168756438016,"lowerLevelPrice",5
"South Alabama",636683246158333312,"lowerLevelPrice",5
"South Alabama",636705060384800000,"lowerLevelPrice",5
"South Alabama",636707772012733312,"lowerLevelPrice",5
"South Alabama",1,"upperLevelPrice",3
"South Alabama",636453168756437888,"upperLevelPrice",3
"South Alabama",636453168756438016,"upperLevelPrice",3
"South Alabama",636683246158333312,"upperLevelPrice",3
"South Alabama",636705060384800000,"upperLevelPrice",2.4
"South Alabama",636707772012733312,"upperLevelPrice",3
"Texas State",1,"lowerLevelPrice",5
"Texas State",636453168756944768,"lowerLevelPrice",5
"Texas State",636453168756944896,"lowerLevelPrice",5
"Texas State",636683246158333312,"lowerLevelPrice",5
"Texas State",636705060384800000,"lowerLevelPrice",5
"Texas State",636707772012733312,"lowerLevelPrice",5
"Texas State",1,"upperLevelPrice",3
"Texas State",636453168756944768,"upperLevelPrice",3
"Texas State",636453168756944896,"upperLevelPrice",3
"Texas State",636683246158333312,"upperLevelPrice",3
"Texas State",636705060384800000,"upperLevelPrice",2.4
"Texas State",636707772012733312,"upperLevelPrice",3
"Troy",1,"lowerLevelPrice",5
"Troy",636453168757451776,"lowerLevelPrice",5
"Troy",636453168757451904,"lowerLevelPrice",5
"Troy",636661594004300032,"lowerLevelPrice",50
"Troy",636661594050400000,"lowerLevelPrice",50
"Troy",636661594169466624,"lowerLevelPrice",5
"Troy",636661594200066688,"lowerLevelPrice",5
"Troy",636683246158333312,"lowerLevelPrice",5
"Troy",636705060384800000,"lowerLevelPrice",5
"Troy",636707772012733312,"lowerLevelPrice",5
"Troy",1,"upperLevelPrice",3
"Troy",636453168757451776,"upperLevelPrice",3
"Troy",636453168757451904,"upperLevelPrice",3
"Troy",636661594004300032,"upperLevelPrice",3
"Troy",636661594050400000,"upperLevelPrice",30
"Troy",636661594169466624,"upperLevelPrice",30
"Troy",636661594200066688,"upperLevelPrice",3
"Troy",636683246158333312,"upperLevelPrice",3
"Troy",636705060384800000,"upperLevelPrice",2.4
"Troy",636707772012733312,"upperLevelPrice",3
